school_name,state_name,enrollment
Cambridge Heights Elementary,California,381
Cameron Ranch Elementary,California,388
Carmichael Elementary,California,379
Andrew Carnegie Middle,California,1032
Casa Roble Fundamental High,California,1249
Winston Churchill Middle,California,1001
Carriage Drive Elementary,California,583
Cottage Elementary,California,357
James R. Cowan Fundamental Elementary,California,492
Coyle Avenue Elementary,California,372
Del Campo High,California,1740
Del Dayo Elementary,California,566
Del Paso Manor Elementary,California,608
Mary Deterding Elementary,California,606
Harry Dewey Fundamental Elementary,California,543
Dyer-Kelly Elementary,California,445
Thomas Edison Language Institute K-8,California,802
El Camino Fundamental High,California,1494
Encina Preparatory High,California,988
Grand Oaks Elementary,California,311
Green Oaks Fundamental Elementary,California,504
Greer Elementary,California,475
Howe Avenue Elementary,California,726
Thomas Kelly Elementary,California,474
Kingswood K-8,California,582
La Entrada Continuation High,California,67
Earl Legette Elementary,California,543
Lichen K-8,California,611
Mariemont Elementary,California,619
Mariposa Avenue Elementary,California,396
Mesa Verde High,California,936
Mira Loma High,California,1779
Mission Avenue Open Elementary,California,501
Northridge Elementary,California,443
Oakview Community Elementary,California,387
Orangevale Open K-8,California,660
Pasadena Avenue Elementary,California,333
Louis Pasteur Fundamental Middle,California,685
Charles Peck Elementary,California,317
Pershing Elementary,California,548
Rio Americano High,California,1685
Will Rogers Middle,California,732
San Juan High,California,644
Albert Schweitzer Elementary,California,375
Sierra Oaks K-8,California,729
Skycrest Elementary,California,510
Ralph Richardson Center,California,83
Starr King K-8,California,501
Sylvan Middle,California,695
Twin Lakes Elementary,California,527
Whitney Avenue Elementary,California,383
Woodside K-8,California,509
Laurel Ruff Transition,California,99
El Sereno Alternative Education,California,203
La Vista Center,California,66
Valley Oaks,California,8
Visions In Education,California,5279
San Juan Choices Charter,California,214
Options for Youth-San Juan,California,850
Trajan Elementary,California,478
Ottomon Way Elementary,California,318
Marvin Marshall Preschool and Children's Center,California,0
California Montessori Project-San Juan Campus,California,1305
Golden Valley River,California,330
Aspire Alexander Twilight College Preparatory Academy,California,397
Aspire Alexander Twilight Secondary Academy,California,420
General Davie Jr. Primary Center,California,1
Gateway International,California,485
Golden Valley Orchard,California,222
Atkinson Academy Charter,California,27
Bancroft Middle,California,952
Garfield Elementary,California,431
Jefferson Elementary,California,614
Lincoln High (Continuation),California,144
McKinley Elementary,California,468
Monroe Elementary,California,385
John Muir Middle,California,970
Roosevelt Elementary,California,521
San Leandro High,California,2608
Washington Elementary,California,383
Wilson Elementary,California,711
Madison Elementary,California,431
Arroyo High,California,1780
Bay Elementary,California,508
Colonial Acres Elementary,California,621
Corvallis Elementary,California,527
Del Rey Elementary,California,527
Edendale Middle,California,706
Hesperian Elementary,California,628
Hillside Elementary,California,479
Lorenzo Manor Elementary,California,596
Royal Sunset (Continuation),California,135
San Lorenzo High,California,1394
Bohannon Middle,California,854
Dayton Elementary,California,501
Grant Elementary,California,405
Washington Manor Middle,California,807
KIPP Summit Academy,California,418
East Bay Arts High,California,226
KIPP King Collegiate High,California,591
SLVUSD Charter,California,291
Boulder Creek Elementary,California,526
San Lorenzo Valley Elementary,California,578
San Lorenzo Valley Middle,California,500
San Lorenzo Valley High,California,739
Ocean Grove Charter,California,2287
SLVUSD Home and Hospital,California,0
Ludlow Preschool,California,
San Lucas Elementary,California,68
Monarch Grove Elementary,California,341
Baywood Elementary,California,329
Bellevue-Santa Fe Charter,California,164
Bishop's Peak Elementary,California,463
Hawthorne Elementary,California,400
Laguna Middle,California,732
Los Osos Middle,California,613
Los Ranchos Elementary,California,463
Morro Bay High,California,813
Pacheco Elementary,California,562
Pacific Beach High,California,52
San Luis Obispo High,California,1406
Sinsheimer Elementary,California,402
Smith (C. L.) Elementary,California,386
Teach Elementary,California,182
Del Mar Elementary,California,409
PEEP - PREPARE,California,1
Carver Elementary,California,618
Huntington Middle,California,759
San Marino High,California,1119
Valentine Elementary,California,567
Alvin M. Dunn Elementary,California,782
Richland Elementary,California,768
Twin Oaks High,California,141
San Marcos Elementary,California,847
San Marcos High,California,3243
San Marcos Middle,California,1235
Woodland Park Middle,California,1372
Discovery Elementary,California,725
Twin Oaks Elementary,California,665
Carrillo Elementary,California,1001
La Costa Meadows Elementary,California,923
Knob Hill Elementary,California,846
Foothills High,California,53
Paloma Elementary,California,890
San Elijo Middle,California,1944
Mission Hills High,California,2522
Bayshore Preparatory Charter,California,108
San Elijo Elementary,California,1115
Joli Ann Leichtag Elementary,California,812
Double Peak,California,952
Fiesta Gardens International Elementary,California,547
Brewer Island Elementary,California,661
Abbott Middle,California,825
Audubon Elementary,California,746
Bayside S.T.E.M. ACADEMY,California,662
Baywood Elementary,California,738
Borel Middle,California,1076
Bowditch Middle,California,1046
Foster City Elementary,California,880
George Hall Elementary,California,428
Highlands Elementary,California,585
LEAD Elementary,California,524
Laurel Elementary,California,527
College Park Elementary,California,451
Meadow Heights Elementary,California,316
North Shoreview Montessori Elementary,California,381
San Mateo Park Elementary,California,399
Parkside Elementary,California,412
Sunnybrae Elementary,California,478
Beresford Elementary,California,274
San Mateo-Foster City Special Education Preschool,California,1
Aragon High,California,1555
Burlingame High,California,1425
Capuchino High,California,1177
Hillsdale High,California,1418
Mills High,California,1240
San Mateo High,California,1670
Peninsula High,California,178
Design Tech High,California,414
Lillian Larsen Elementary,California,359
Cappy Culver Elementary,California,253
Almond Acres Charter Academy,California,280
San Pasqual Union Elementary,California,553
Bill M. Manes High,California,27
San Pasqual Valley Elementary,California,336
San Pasqual Valley High,California,173
San Pasqual Middle,California,176
San Pasqual Vocational Academy,California,0
Bahia Vista Elementary,California,553
Coleman Elementary,California,406
Venetia Valley K-8,California,712
Glenwood Elementary,California,439
James B. Davidson Middle,California,1201
Sun Valley Elementary,California,501
Laurel Dell Elementary,California,205
San Pedro Elementary,California,526
Short Elementary,California,215
Gallinas Elementary,California,0
Madrone High Continuation,California,70
San Rafael High,California,1294
Terra Linda High,California,1155
Sycamore Valley Elementary,California,628
Iron Horse Middle,California,1058
Alamo Elementary,California,362
California High,California,2718
Charlotte Wood Middle,California,1029
Country Club Elementary,California,553
Del Amigo High (Continuation),California,96
Green Valley Elementary,California,536
Greenbrook Elementary,California,620
John Baldwin Elementary,California,585
Los Cerros Middle,California,634
Montair Elementary,California,549
Monte Vista High,California,2368
Montevideo Elementary,California,649
Neil A. Armstrong Elementary,California,579
Pine Valley Middle,California,1050
Rancho Romero Elementary,California,511
